   1.0112465e+00	  -9.3502246e-01	   1.0197526e+00	  -3.1526751e-01	   1.8242489e-01	  -6.2869153e-02	
   1.0112465e+00	  -9.3502246e-01	  -9.1338144e-01	  -7.4398480e-01	   8.2754236e-01	  -6.2869153e-02	
  -9.9155569e-01	  -9.6263769e-01	  -1.0305411e+00	  -1.0155381e-01	   1.0963413e+00	   2.6129992e-01	
   1.0390632e+00	   9.8423615e-01	   1.0197526e+00	  -5.1257692e-01	   8.8130215e-01	   1.3163229e-01	
   9.9733820e-01	   9.8423615e-01	   1.0270751e+00	  -2.8116903e-01	   3.4370425e-01	  -6.2869153e-02	
   1.0390632e+00	   9.1519807e-01	  -9.2802639e-01	  -8.5475810e-01	   1.8242489e-01	   1.9646610e-03	
   1.0390632e+00	   9.5662092e-01	   9.6849528e-01	  -1.7758368e-01	   2.1145517e-02	  -1.2770297e-01	
  -1.0193724e+00	   9.1519807e-01	   1.0343976e+00	  -2.9950816e-01	   2.8994446e-01	  -3.2220441e-01	
   1.0390632e+00	   9.8423615e-01	   1.0417201e+00	  -1.8412668e-01	   3.9746404e-01	  -5.1670585e-01	
   1.0529716e+00	  -8.3836915e-01	   1.0197526e+00	   2.3279448e-01	  -3.2614272e-02	  -7.1120730e-01	
  -1.0193724e+00	   9.8423615e-01	   9.9778519e-01	   3.3112671e-01	   2.3618467e-01	  -9.7054255e-01	
  -1.0193724e+00	  -8.1075392e-01	  -9.9392869e-01	  -1.6307594e-02	   2.8994446e-01	  -9.7054255e-01	
  -9.9155569e-01	  -7.8313869e-01	   1.0343976e+00	   1.4036031e-01	  -8.6374062e-02	  -1.0353764e+00	
   1.0112465e+00	   1.1913504e+00	  -9.2802639e-01	   4.0125851e-01	  -5.1645238e-01	  -1.0353764e+00	
  -9.7764735e-01	   1.1361199e+00	  -1.0305411e+00	  -1.3168907e-01	  -1.9389364e-01	  -8.4087492e-01	
  -9.7764735e-01	  -8.2456153e-01	  -1.0305411e+00	   2.4459061e-01	  -1.0540503e+00	  -6.4637348e-01	
  -9.7764735e-01	  -9.6263769e-01	   1.0051077e+00	   4.2028085e-02	  -1.9142069e+00	  -7.7604111e-01	
   1.0251549e+00	  -9.4883008e-01	   1.1442347e+00	   2.6228479e-01	  -2.3980450e+00	  -8.4087492e-01	
  -9.9155569e-01	  -9.3502246e-01	  -9.4999382e-01	   1.3045877e+00	  -2.1292461e+00	  -7.7604111e-01	
   1.0390632e+00	  -9.4883008e-01	  -9.6463878e-01	   8.2997580e-01	  -1.6991677e+00	  -6.4637348e-01	
   1.0390632e+00	  -9.3502246e-01	   9.4652785e-01	   9.5190028e-01	  -1.1078101e+00	  -6.4637348e-01	
  -9.9155569e-01	   1.0532742e+00	  -9.3534887e-01	   5.9856792e-01	  -1.5916482e+00	  -5.1670585e-01	
   1.0390632e+00	  -8.9359961e-01	  -1.0232186e+00	   4.3664689e-01	  -1.0002905e+00	  -3.2220441e-01	
  -1.0054640e+00	  -9.4883008e-01	   9.3920537e-01	   6.1036404e-01	  -1.0540503e+00	  -3.8703822e-01	
  -1.0054640e+00	   1.0532742e+00	  -8.9141400e-01	   1.0443344e+00	  -1.1615698e+00	  -2.5737060e-01	
   1.0112465e+00	   9.9804377e-01	   9.6117281e-01	   5.7497567e-01	   7.4905307e-02	  -2.5737060e-01	
   1.0112465e+00	   9.8423615e-01	   1.0710100e+00	   9.8599877e-01	  -6.2397196e-01	  -4.5187204e-01	
  -9.9155569e-01	  -9.6263769e-01	   1.0636875e+00	   1.3622784e+00	  -7.3149153e-01	  -6.4637348e-01	
   1.0390632e+00	  -9.3502246e-01	  -8.8409153e-01	   1.2757423e+00	  -5.7021217e-01	  -7.1120730e-01	
  -9.7764735e-01	   1.0808895e+00	   9.5385033e-01	   1.2986896e+00	  -1.4013385e-01	  -7.7604111e-01	
   1.0668799e+00	  -9.0740723e-01	  -8.9141400e-01	   1.3157389e+00	  -1.4013385e-01	  -5.8153967e-01	
  -1.0193724e+00	  -8.9359961e-01	   1.0710100e+00	   1.3681765e+00	   2.1145517e-02	  -7.1120730e-01	
  -1.0054640e+00	   1.1499275e+00	   1.0051077e+00	   9.9714995e-01	  -5.7021217e-01	  -9.0570874e-01	
   1.0807883e+00	  -1.0040605e+00	  -9.4267135e-01	   9.0471578e-01	   6.6626299e-01	  -7.1120730e-01	
   1.0112465e+00	   1.0118514e+00	   9.6117281e-01	   1.0030480e+00	   7.2002278e-01	  -9.7054255e-01	
  -1.0054640e+00	  -8.6598438e-01	  -9.2070391e-01	   9.9125189e-01	   1.2866510e-01	  -8.4087492e-01	
   1.0112465e+00	   9.8423615e-01	   1.0563650e+00	   5.5728148e-01	   2.3618467e-01	  -9.0570874e-01	
  -9.7764735e-01	  -8.9359961e-01	   9.6117281e-01	   1.1597159e+00	  -2.4765343e-01	  -1.0353764e+00	
   1.0251549e+00	   1.1637352e+00	  -9.9392869e-01	   7.0215326e-01	   2.8994446e-01	  -8.4087492e-01	
  -9.9155569e-01	   9.8423615e-01	  -1.0232186e+00	   9.8599877e-01	   5.0498362e-01	  -7.1120730e-01	
  -1.0054640e+00	   1.0256590e+00	   9.8314024e-01	   9.3420609e-01	  -7.8525132e-01	  -7.7604111e-01	
