   1.0000000e+00	   3.7000000e+00	   5.9000000e+02	   1.4700000e+02	   9.3000000e-01	   2.6900000e+02	   3.1145000e+00	   5.8163000e+02	   1.4701000e+02	   9.5210000e-01	   2.6958000e+02	   2.5289000e+00	   5.7326000e+02	   1.4703000e+02	   9.7420000e-01	   2.7017000e+02	   1.9434000e+00	   5.6489000e+02	   1.4704000e+02	   9.9630000e-01	   2.7075000e+02	   1.5100000e+01	   1.1001000e+04	   1.5103000e+01	   1.0820000e+04	   1.5105000e+01	   1.0638000e+04	   1.5108000e+01	   1.0457000e+04	
   2.0000000e+00	   1.0300000e+01	   3.5000000e+02	   1.3600000e+02	   8.9000000e-01	   2.3700000e+02	   9.0367000e+00	   3.5832000e+02	   1.3538000e+02	   8.5518000e-01	   2.3520000e+02	   7.7735000e+00	   3.6664000e+02	   1.3476000e+02	   8.2036000e-01	   2.3340000e+02	   6.5102000e+00	   3.7496000e+02	   1.3413000e+02	   7.8554000e-01	   2.3160000e+02	   1.1700000e+01	   6.8380000e+03	   1.1908000e+01	   6.6498000e+03	   1.2116000e+01	   6.4615000e+03	   1.2324000e+01	   6.2733000e+03	
   3.0000000e+00	   1.2000000e+01	   3.5400000e+02	   1.3400000e+02	   4.2000000e-01	   2.3100000e+02	   1.2261000e+01	   3.4871000e+02	   1.3458000e+02	   4.7440000e-01	   2.3327000e+02	   1.2521000e+01	   3.4342000e+02	   1.3516000e+02	   5.2880000e-01	   2.3553000e+02	   1.2782000e+01	   3.3813000e+02	   1.3574000e+02	   5.8320000e-01	   2.3780000e+02	   9.2000000e+00	   3.8830000e+03	   9.3272000e+00	   3.8519000e+03	   9.4545000e+00	   3.8208000e+03	   9.5817000e+00	   3.7897000e+03	
   4.0000000e+00	   1.9300000e+01	   3.3000000e+02	   1.3900000e+02	   5.3000000e-01	   2.1700000e+02	   1.6955000e+01	   3.4008000e+02	   1.3859000e+02	   5.7118000e-01	   2.1643000e+02	   1.4609000e+01	   3.5017000e+02	   1.3817000e+02	   6.1236000e-01	   2.1586000e+02	   1.2264000e+01	   3.6025000e+02	   1.3776000e+02	   6.5354000e-01	   2.1530000e+02	   7.1821000e+00	   4.2750000e+03	   7.0040000e+00	   4.4064000e+03	   6.8260000e+00	   4.5378000e+03	   6.6480000e+00	   4.6692000e+03	
   5.0000000e+00	   2.2300000e+01	   3.1200000e+02	   9.9000000e+01	   5.3000000e-01	   1.4400000e+02	   2.3995000e+01	   3.1678000e+02	   9.9816000e+01	   5.7336000e-01	   1.4049000e+02	   2.5690000e+01	   3.2156000e+02	   1.0063000e+02	   6.1673000e-01	   1.3698000e+02	   2.7385000e+01	   3.2634000e+02	   1.0145000e+02	   6.6009000e-01	   1.3347000e+02	   6.3618000e+00	   1.6240000e+03	   6.1731000e+00	   1.9356000e+03	   5.9845000e+00	   2.2472000e+03	   5.7959000e+00	   2.5588000e+03	
   6.0000000e+00	   2.3900000e+01	   3.0000000e+02	   9.2000000e+01	   1.9000000e-01	   1.2600000e+02	   2.3104000e+01	   2.9823000e+02	   8.8809000e+01	   2.2017000e-01	   1.2541000e+02	   2.2309000e+01	   2.9646000e+02	   8.5617000e+01	   2.5034000e-01	   1.2482000e+02	   2.1513000e+01	   2.9469000e+02	   8.2426000e+01	   2.8051000e-01	   1.2424000e+02	   6.8801000e+00	   2.2483000e+03	   6.4963000e+00	   1.9822000e+03	   6.1125000e+00	   1.7161000e+03	   5.7287000e+00	   1.4500000e+03	
   7.0000000e+00	   2.0400000e+01	   2.9000000e+02	   9.3000000e+01	   9.0000000e-02	   1.2700000e+02	   2.0538000e+01	   2.8609000e+02	   9.3713000e+01	   8.9718000e-02	   1.2683000e+02	   2.0675000e+01	   2.8218000e+02	   9.4427000e+01	   8.9437000e-02	   1.2665000e+02	   2.0813000e+01	   2.7827000e+02	   9.5140000e+01	   8.9155000e-02	   1.2648000e+02	   6.8898000e+00	   3.9738000e+03	   6.8328000e+00	   4.0152000e+03	   6.7759000e+00	   4.0566000e+03	   6.7189000e+00	   4.0981000e+03	
   8.0000000e+00	   1.4600000e+01	   3.0700000e+02	   9.8000000e+01	   1.6000000e-01	   1.3400000e+02	   1.5186000e+01	   3.0894000e+02	   9.7017000e+01	   1.9783000e-01	   1.3504000e+02	   1.5771000e+01	   3.1087000e+02	   9.6035000e+01	   2.3567000e-01	   1.3609000e+02	   1.6357000e+01	   3.1281000e+02	   9.5052000e+01	   2.7350000e-01	   1.3713000e+02	   7.8991000e+00	   2.0383000e+03	   7.6782000e+00	   2.4571000e+03	   7.4573000e+00	   2.8758000e+03	   7.2363000e+00	   3.2945000e+03	
   9.0000000e+00	   7.5000000e+00	   3.2800000e+02	   1.0000000e+02	   1.6000000e-01	   1.3500000e+02	   7.7212000e+00	   3.3019000e+02	   9.7981000e+01	   1.8122000e-01	   1.3467000e+02	   7.9423000e+00	   3.3238000e+02	   9.5962000e+01	   2.0243000e-01	   1.3435000e+02	   8.1635000e+00	   3.3457000e+02	   9.3943000e+01	   2.2365000e-01	   1.3402000e+02	   1.0221000e+01	   2.1588000e+03	   9.9070000e+00	   2.0836000e+03	   9.5930000e+00	   2.0084000e+03	   9.2791000e+00	   1.9333000e+03	
   1.0000000e+01	   1.9000000e+00	   3.2800000e+02	   1.0200000e+02	   3.4000000e-01	   1.4100000e+02	   1.1252000e+00	   3.2008000e+02	   1.0231000e+02	   4.3967000e-01	   1.3913000e+02	   3.5037000e-01	   3.1216000e+02	   1.0263000e+02	   5.3933000e-01	   1.3726000e+02	  -4.2445000e-01	   3.0423000e+02	   1.0294000e+02	   6.3900000e-01	   1.3539000e+02	   1.2500000e+01	   2.5214000e+03	   1.2597000e+01	   2.6088000e+03	   1.2694000e+01	   2.6963000e+03	   1.2791000e+01	   2.7837000e+03	
