  1.0000000e+000	  3.0000000e-001	  9.8628100e+001	
  2.0000000e+000	  3.0000000e-001	  9.8628100e+001	
  3.0000000e+000	  3.0000000e-001	  9.8628100e+001	
  4.0000000e+000	  3.0000000e-001	  9.8628100e+001	
  5.0000000e+000	  3.0000000e-001	  9.8628100e+001	
  6.0000000e+000	  3.0000000e-001	  9.8628100e+001	
  7.0000000e+000	  3.0000000e-001	  9.8628100e+001	
  8.0000000e+000	  3.0000000e-001	  9.8628100e+001	
  9.0000000e+000	  3.0000000e-001	  9.8628100e+001	
  1.0000000e+001	  3.0000000e-001	  9.8628100e+001	
  1.1000000e+001	  3.0000000e-001	  9.8628100e+001	
  1.2000000e+001	  3.0000000e-001	  9.8628100e+001	
  1.3000000e+001	  3.0000000e-001	  9.8628100e+001	
  1.4000000e+001	  3.0000000e-001	  9.8628100e+001	
  1.5000000e+001	  3.0000000e-001	  9.8628100e+001	
  1.6000000e+001	  3.0000000e-001	  9.8628100e+001	
  1.7000000e+001	  3.0000000e-001	  9.8628100e+001	
  1.8000000e+001	  3.0000000e-001	  9.8628100e+001	
  1.9000000e+001	  3.0000000e-001	  9.8628100e+001	
  2.0000000e+001	  3.0000000e-001	  9.8628100e+001	
  2.1000000e+001	  3.0000000e-001	  9.8628100e+001	
  2.2000000e+001	  3.0000000e-001	  9.8628100e+001	
  2.3000000e+001	  3.0000000e-001	  9.8628100e+001	
  2.4000000e+001	  3.0000000e-001	  9.8628100e+001	
  2.5000000e+001	  3.0000000e-001	  9.8628100e+001	
  2.6000000e+001	  3.0000000e-001	  9.8628100e+001	
  2.7000000e+001	  3.0000000e-001	  9.8628100e+001	
  2.8000000e+001	  3.0000000e-001	  9.8628100e+001	
  2.9000000e+001	  3.0000000e-001	  9.8628100e+001	
  3.0000000e+001	  3.0000000e-001	  9.8628100e+001	
  3.1000000e+001	  3.0000000e-001	  9.8628100e+001	
  3.2000000e+001	  3.0000000e-001	  9.8628100e+001	
  3.3000000e+001	  3.0000000e-001	  9.8628100e+001	
  3.4000000e+001	  3.0000000e-001	  9.8628100e+001	
  3.5000000e+001	  3.0000000e-001	  9.8628100e+001	
  3.6000000e+001	  3.0000000e-001	  9.8628100e+001	
  3.7000000e+001	  3.0000000e-001	  9.8628100e+001	
  3.8000000e+001	  3.0000000e-001	  9.8628100e+001	
  3.9000000e+001	  3.0000000e-001	  9.8628100e+001	
  4.0000000e+001	  3.0000000e-001	  9.8628100e+001	
  4.1000000e+001	  3.0000000e-001	  9.8628100e+001	
  4.2000000e+001	  3.0000000e-001	  9.8628100e+001	
  4.3000000e+001	  3.0000000e-001	  9.8628100e+001	
  4.4000000e+001	  3.0000000e-001	  9.8628100e+001	
  4.5000000e+001	  3.0000000e-001	  9.8628100e+001	
  4.6000000e+001	  3.0000000e-001	  9.8628100e+001	
  4.7000000e+001	  3.0000000e-001	  9.8628100e+001	
  4.8000000e+001	  3.0000000e-001	  9.8628100e+001	
  4.9000000e+001	  3.0000000e-001	  9.8628100e+001	
  5.0000000e+001	  3.0000000e-001	  9.8628100e+001	
  5.1000000e+001	  3.0000000e-001	  9.8628100e+001	
  5.2000000e+001	  3.0000000e-001	  9.8628100e+001	
  5.3000000e+001	  3.0000000e-001	  9.8628100e+001	
  5.4000000e+001	  3.0000000e-001	  9.8628100e+001	
  5.5000000e+001	  3.0000000e-001	  9.8628100e+001	
  5.6000000e+001	  3.0000000e-001	  9.8628100e+001	
  5.7000000e+001	  3.0000000e-001	  9.8628100e+001	
  5.8000000e+001	  3.0000000e-001	  9.8628100e+001	
  5.9000000e+001	  3.0000000e-001	  9.8628100e+001	
  6.0000000e+001	  3.0000000e-001	  9.8628100e+001	
  6.1000000e+001	  3.0000000e-001	  9.8628100e+001	
  6.2000000e+001	  3.0000000e-001	  9.8628100e+001	
  6.3000000e+001	  3.0000000e-001	  9.8628100e+001	
  6.4000000e+001	  3.0000000e-001	  9.8628100e+001	
  6.5000000e+001	  3.0000000e-001	  9.8628100e+001	
  6.6000000e+001	  3.0000000e-001	  9.8628100e+001	
  6.7000000e+001	  3.0000000e-001	  9.8628100e+001	
  6.8000000e+001	  3.0000000e-001	  9.8628100e+001	
  6.9000000e+001	  3.0000000e-001	  9.8628100e+001	
  7.0000000e+001	  3.0000000e-001	  9.8628100e+001	
  7.1000000e+001	  3.0000000e-001	  9.8628100e+001	
  7.2000000e+001	  3.0000000e-001	  9.8628100e+001	
  7.3000000e+001	  3.0000000e-001	  9.8628100e+001	
  7.4000000e+001	  3.0000000e-001	  9.8628100e+001	
  7.5000000e+001	  3.0000000e-001	  9.8628100e+001	
  7.6000000e+001	  3.0000000e-001	  9.8628100e+001	
  7.7000000e+001	  3.0000000e-001	  9.8628100e+001	
  7.8000000e+001	  3.0000000e-001	  9.8628100e+001	
  7.9000000e+001	  3.0000000e-001	  9.8628100e+001	
  8.0000000e+001	  3.0000000e-001	  9.8628100e+001	
  8.1000000e+001	  3.0000000e-001	  9.8628100e+001	
  8.2000000e+001	  3.0000000e-001	  9.8628100e+001	
  8.3000000e+001	  3.0000000e-001	  9.8628100e+001	
  8.4000000e+001	  3.0000000e-001	  9.8628100e+001	
  8.5000000e+001	  3.0000000e-001	  9.8628100e+001	
  8.6000000e+001	  3.0000000e-001	  9.8628100e+001	
