   1.0000000e+00	  -1.0400000e-02	  -4.3900000e-03	  -2.7200000e-04	  -1.6500000e+00	   2.4000000e+00	  -1.0659000e-02	  -4.6970000e-03	  -2.7005000e-04	  -1.5935000e+00	   2.4129000e+00	  -1.0918000e-02	  -5.0039000e-03	  -2.6810000e-04	  -1.5369000e+00	   2.4258000e+00	  -1.1177000e-02	  -5.3109000e-03	  -2.6615000e-04	  -1.4804000e+00	   2.4387000e+00	   6.0000000e+00	   2.5000000e+00	   1.2500000e-01	   6.0031000e+00	   2.3955000e+00	   1.1933000e-01	   6.0061000e+00	   2.2910000e+00	   1.1366000e-01	   6.0092000e+00	   2.1865000e+00	   1.0799000e-01	
   2.0000000e+00	  -1.0400000e-02	  -4.3900000e-03	   1.2800000e-03	  -1.6500000e+00	   2.4000000e+00	  -1.0959000e-02	  -4.0849000e-03	   1.1848000e-03	  -1.7391000e+00	   2.3601000e+00	  -1.1518000e-02	  -3.7798000e-03	   1.0895000e-03	  -1.8282000e+00	   2.3203000e+00	  -1.2077000e-02	  -3.4746000e-03	   9.9428000e-04	  -1.9173000e+00	   2.2804000e+00	   6.0000000e+00	   2.2500000e+00	   1.2500000e-01	   6.2421000e+00	   2.1415000e+00	   9.7958000e-02	   6.4843000e+00	   2.0330000e+00	   7.0915000e-02	   6.7264000e+00	   1.9245000e+00	   4.3873000e-02	
   3.0000000e+00	  -1.0400000e-02	  -4.3900000e-03	   1.2800000e-03	  -1.6500000e+00	   2.4000000e+00	  -1.0285000e-02	  -4.5840000e-03	   1.3689000e-03	  -1.5108000e+00	   2.4502000e+00	  -1.0169000e-02	  -4.7780000e-03	   1.4579000e-03	  -1.3716000e+00	   2.5003000e+00	  -1.0054000e-02	  -4.9719000e-03	   1.5468000e-03	  -1.2324000e+00	   2.5505000e+00	   5.2700000e+00	   2.5000000e+00	   1.2500000e-01	   5.4182000e+00	   2.4821000e+00	   1.2282000e-01	   5.5664000e+00	   2.4642000e+00	   1.2064000e-01	   5.7147000e+00	   2.4462000e+00	   1.1846000e-01	
   4.0000000e+00	  -1.1400000e-02	  -5.5600000e-03	   2.6800000e-04	  -1.6500000e+00	   2.4000000e+00	  -1.2438000e-02	  -5.1901000e-03	   2.0450000e-04	  -1.5446000e+00	   2.3874000e+00	  -1.3476000e-02	  -4.8203000e-03	   1.4100000e-04	  -1.4393000e+00	   2.3749000e+00	  -1.4514000e-02	  -4.4504000e-03	   7.7507000e-05	  -1.3339000e+00	   2.3623000e+00	   5.3484000e+00	   2.9520000e+00	   1.6353000e-01	   5.1410000e+00	   3.0277000e+00	   1.4610000e-01	   4.9336000e+00	   3.1035000e+00	   1.2866000e-01	   4.7262000e+00	   3.1792000e+00	   1.1123000e-01	
   5.0000000e+00	  -1.0000000e-02	  -5.5600000e-03	   2.6800000e-04	  -1.6500000e+00	   2.4000000e+00	  -9.2498000e-03	  -5.3846000e-03	   3.9294000e-04	  -1.5390000e+00	   2.3223000e+00	  -8.4995000e-03	  -5.2093000e-03	   5.1788000e-04	  -1.4281000e+00	   2.2447000e+00	  -7.7493000e-03	  -5.0339000e-03	   6.4282000e-04	  -1.3171000e+00	   2.1670000e+00	   4.7848000e+00	   2.6458000e+00	   1.7332000e-01	   4.5651000e+00	   2.8254000e+00	   1.8735000e-01	   4.3453000e+00	   3.0050000e+00	   2.0138000e-01	   4.1256000e+00	   3.1846000e+00	   2.1541000e-01	
   6.0000000e+00	  -1.0000000e-02	  -5.5600000e-03	   2.6800000e-04	  -1.6500000e+00	   2.4000000e+00	  -1.0352000e-02	  -5.6249000e-03	  -2.2045000e-04	  -1.5728000e+00	   2.3870000e+00	  -1.0704000e-02	  -5.6897000e-03	  -7.0890000e-04	  -1.4956000e+00	   2.3740000e+00	  -1.1056000e-02	  -5.7546000e-03	  -1.1973000e-03	  -1.4184000e+00	   2.3610000e+00	   4.2827000e+00	   2.5501000e+00	   2.0925000e-01	   3.8357000e+00	   2.3967000e+00	   2.1192000e-01	   3.3886000e+00	   2.2433000e+00	   2.1459000e-01	   2.9415000e+00	   2.0900000e+00	   2.1726000e-01	
   7.0000000e+00	  -1.0000000e-02	  -5.1200000e-03	   2.6800000e-04	  -1.6500000e+00	   2.4000000e+00	  -9.9391000e-03	  -5.2635000e-03	   3.7720000e-04	  -1.6507000e+00	   2.3962000e+00	  -9.8782000e-03	  -5.4069000e-03	   4.8640000e-04	  -1.6514000e+00	   2.3923000e+00	  -9.8173000e-03	  -5.5504000e-03	   5.9559000e-04	  -1.6522000e+00	   2.3885000e+00	   3.9305000e+00	   2.8592000e+00	   2.1557000e-01	   3.8642000e+00	   2.8830000e+00	   2.1155000e-01	   3.7978000e+00	   2.9069000e+00	   2.0753000e-01	   3.7315000e+00	   2.9308000e+00	   2.0351000e-01	
   8.0000000e+00	  -1.0000000e-02	  -5.1200000e-03	   2.6800000e-04	  -1.6500000e+00	   2.4000000e+00	  -9.7408000e-03	  -5.0490000e-03	   1.1760000e-04	  -1.5532000e+00	   2.4231000e+00	  -9.4817000e-03	  -4.9780000e-03	  -3.2791000e-05	  -1.4564000e+00	   2.4462000e+00	  -9.2225000e-03	  -4.9070000e-03	  -1.8319000e-04	  -1.3596000e+00	   2.4692000e+00	   3.8649000e+00	   2.8845000e+00	   2.2987000e-01	   3.6075000e+00	   3.1259000e+00	   1.9765000e-01	   3.3501000e+00	   3.3672000e+00	   1.6543000e-01	   3.0927000e+00	   3.6086000e+00	   1.3320000e-01	
   9.0000000e+00	  -1.0000000e-02	  -5.1200000e-03	   2.6800000e-04	  -1.6500000e+00	   2.4000000e+00	  -9.9021000e-03	  -5.0396000e-03	  -4.1025000e-05	  -1.5957000e+00	   2.3928000e+00	  -9.8042000e-03	  -4.9593000e-03	  -3.5005000e-04	  -1.5414000e+00	   2.3855000e+00	  -9.7063000e-03	  -4.8789000e-03	  -6.5908000e-04	  -1.4871000e+00	   2.3783000e+00	   3.7419000e+00	   2.7948000e+00	   2.2801000e-01	   3.3762000e+00	   2.7514000e+00	   2.2010000e-01	   3.0105000e+00	   2.7081000e+00	   2.1218000e-01	   2.6448000e+00	   2.6648000e+00	   2.0427000e-01	
   1.0000000e+01	  -1.0000000e-02	  -5.1200000e-03	   2.6800000e-04	  -1.6500000e+00	   2.4000000e+00	  -1.0343000e-02	  -5.4106000e-03	   3.1594000e-04	  -1.3950000e+00	   2.3587000e+00	  -1.0686000e-02	  -5.7011000e-03	   3.6388000e-04	  -1.1400000e+00	   2.3173000e+00	  -1.1029000e-02	  -5.9917000e-03	   4.1183000e-04	  -8.8493000e-01	   2.2760000e+00	   3.6718000e+00	   2.8928000e+00	   2.2714000e-01	   3.7848000e+00	   2.9432000e+00	   2.5143000e-01	   3.8978000e+00	   2.9936000e+00	   2.7571000e-01	   4.0108000e+00	   3.0440000e+00	   3.0000000e-01	
