   0.00   9.000  129.320
   2.00   9.000  129.320
   4.00   9.000  129.564
   6.00   9.000  131.516
   8.00   9.000  134.200
  10.00   9.000  136.640
  12.00   9.000  139.324
  14.00   9.000  141.764
  16.00   9.000  144.204
  18.00   9.000  146.156
  20.00   9.000  148.596
  22.00   9.000  150.548
  24.00   9.000  152.256
  26.00   9.000  154.208
  28.00   9.000  155.428
  30.00   9.000  156.648
  32.00   9.000  157.624
  34.00   9.000  158.600
  36.00   9.000  159.576
  38.00   9.000  160.796
  40.00   9.000  161.772
  42.00   9.000  162.260
  44.00   9.000  162.748
  46.00   9.000  163.724
  48.00   9.000  164.212
  50.00   9.000  165.188
  52.00   9.000  166.164
  54.00   9.000  167.140
  56.00   9.000  167.872
  58.00   9.000  168.604
  60.00   9.000  169.092
  62.00   9.000  169.336
  64.00   9.000  169.824
  66.00   9.000  170.312
  68.00   9.000  170.556
  70.00   9.000  171.044
  72.00   9.000  171.532
  74.00   9.000  172.020
  76.00   9.000  172.508
  78.00   9.000  172.752
  80.00   9.000  172.996
  82.00   9.000  173.240
  84.00   9.000  173.484
  86.00   9.000  173.972
  88.00   9.000  173.728
  90.00   9.000  173.728
  92.00   9.000  174.216
  94.00   9.000  174.948
  96.00   9.000  175.680
  98.00   9.000  175.924
 100.00   9.000  175.924
 102.00   9.000  176.168
 104.00   9.000  176.900
 106.00   9.000  177.144
 108.00   9.000  177.632
 110.00   9.000  178.120
 112.00   9.000  177.876
 114.00   9.000  178.364
 116.00   9.000  178.364
 118.00   9.000  178.364
 120.00   9.000  178.852
 122.00   9.000  179.096
 124.00   9.000  179.584
 126.00   9.000  179.828
 128.00   9.000  180.072
 130.00   9.000  180.316
 132.00   9.000  180.316
 134.00   9.000  180.804
 136.00   9.000  180.804
 138.00   9.000  181.292
 140.00   9.000  181.536
 142.00   9.000  182.024
 144.00   9.000  182.024
 146.00   9.000  182.024
 148.00   9.000  182.024
 150.00   9.000  182.268
 152.00   9.000  182.512
 154.00   9.000  182.756
 156.00   9.000  183.000
 158.00   9.000  183.000
 160.00   9.000  183.000
 162.00   9.000  183.488
 164.00   9.000  183.732
 166.00   9.000  183.976
 168.00   9.000  184.220
 170.00   9.000  184.220
 172.00   9.000  184.464
 174.00   9.000  184.708
 176.00   9.000  184.952
 178.00   9.000  184.464
 180.00   9.000  184.220
 182.00   9.000  184.464
 184.00   9.000  184.708
 186.00   9.000  185.196
 188.00   9.000  185.440
 190.00   9.000  185.684
 192.00   9.000  185.440
 194.00   9.000  185.684
 196.00   9.000  185.928
 198.00   9.000  186.172
 200.00   9.000  186.172
 202.00   9.000  186.416
 204.00   9.000  186.416
 206.00   9.000  186.416
 208.00   9.000  186.416
 210.00   9.000  186.172
 212.00   9.000  186.172
 214.00   9.000  186.416
 216.00   9.000  186.904
 218.00   9.000  187.392
 220.00   9.000  187.636
 222.00   9.000  187.636
 224.00   9.000  187.880
 226.00   9.000  187.880
 228.00   9.000  187.880
 230.00   9.000  187.880
 232.00   9.000  187.880
 234.00   9.000  187.636
 236.00   9.000  187.880
 238.00   9.000  187.880
 240.00   9.000  187.880
 242.00   9.000  187.880
 244.00   9.000  188.124
 246.00   9.000  188.368
 248.00   9.000  188.368
 250.00   9.000  188.368
 252.00   9.000  188.612
 254.00   9.000  187.880
 256.00   9.000  187.880
 258.00   9.000  187.880
 260.00   9.000  188.124
 262.00   9.000  188.124
 264.00   9.000  188.368
 266.00   9.000  189.100
 268.00   9.000  189.344
 270.00   9.000  189.344
 272.00   9.000  189.344
 274.00   9.000  189.588
 276.00   9.000  189.100
 278.00   9.000  189.344
 280.00   9.000  189.832
 282.00   9.000  190.320
 284.00   9.000  190.076
 286.00   9.000  189.832
 288.00   9.000  189.832
 290.00   9.000  190.320
 292.00   9.000  190.564
 294.00   9.000  190.564
 296.00   9.000  190.320
 298.00   9.000  189.588
 300.00   9.000  189.588
 302.00   9.000  190.076
 304.00   9.000  190.076
 306.00   9.000  190.076
 308.00   9.000  190.076
 310.00   9.000  190.320
 312.00   9.000  190.076
 314.00   9.000  190.320
 316.00   9.000  190.320
 318.00   9.000  190.564
 320.00   9.000  190.564
 322.00   9.000  190.564
 324.00   9.000  190.320
 326.00   9.000  190.320
 328.00   9.000  190.320
 330.00   9.000  190.320
 332.00   9.000  190.564
 334.00   9.000  191.052
 336.00   9.000  191.540
 338.00   9.000  191.296
 340.00   9.000  191.296
 342.00   9.000  191.296
 344.00   9.000  191.296
 346.00   9.000  191.296
 348.00   9.000  191.784
 350.00   9.000  191.296
 352.00   9.000  191.296
 354.00   9.000  191.540
 356.00   9.000  192.028
 358.00   9.000  191.540
 360.00   9.000  191.784
 362.00   9.000  191.784
 364.00   9.000  191.540
 366.00   9.000  191.052
 368.00   9.000  191.052
 370.00   9.000  191.052
 372.00   9.000  190.808
 374.00   9.000  190.808
 376.00   9.000  191.052
 378.00   9.000  191.052
 380.00   9.000  191.052
 382.00   9.000  191.296
 384.00   9.000  191.540
 386.00   9.000  191.540
 388.00   9.000  191.540
 390.00   9.000  191.784
 392.00   9.000  192.028
 394.00   9.000  192.028
 396.00   9.000  192.028
 398.00   9.000  192.028
 400.00   4.000  192.028
 402.00   4.000  191.540
 404.00   4.000  189.588
 406.00   4.000  186.172
 408.00   4.000  181.780
 410.00   4.000  177.632
 412.00   4.000  173.972
 414.00   4.000  170.068
 416.00   4.000  166.164
 418.00   4.000  162.992
 420.00   4.000  160.064
 422.00   4.000  157.624
 424.00   4.000  155.184
 426.00   4.000  153.232
 428.00   4.000  151.036
 430.00   4.000  149.328
 432.00   4.000  147.132
 434.00   4.000  145.180
 436.00   4.000  143.228
 438.00   4.000  142.008
 440.00   4.000  140.544
 442.00   4.000  139.324
 444.00   4.000  138.348
 446.00   4.000  137.128
 448.00   4.000  136.152
 450.00   4.000  135.420
 452.00   4.000  134.444
 454.00   4.000  133.468
 456.00   4.000  132.736
 458.00   4.000  131.516
 460.00   4.000  130.296
 462.00   4.000  129.320
 464.00   4.000  128.588
 466.00   4.000  127.856
 468.00   4.000  127.124
 470.00   4.000  126.392
 472.00   4.000  125.416
 474.00   4.000  124.684
 476.00   4.000  123.952
 478.00   4.000  123.464
 480.00   4.000  122.732
 482.00   4.000  122.000
 484.00   4.000  121.512
 486.00   4.000  120.780
 488.00   4.000  120.536
 490.00   4.000  119.804
 492.00   4.000  119.316
 494.00   4.000  118.584
 496.00   4.000  117.852
 498.00   4.000  117.364
 500.00   4.000  116.876
 502.00   4.000  116.388
 504.00   4.000  116.144
 506.00   4.000  115.656
 508.00   4.000  115.412
 510.00   4.000  114.680
 512.00   4.000  114.436
 514.00   4.000  113.948
 516.00   4.000  113.704
 518.00   4.000  112.972
 520.00   4.000  112.728
 522.00   4.000  112.240
 524.00   4.000  111.996
 526.00   4.000  111.752
 528.00   4.000  111.752
 530.00   4.000  111.752
 532.00   4.000  111.508
 534.00   4.000  111.264
 536.00   4.000  111.020
 538.00   4.000  111.264
 540.00   4.000  110.776
 542.00   4.000  110.288
 544.00   4.000  110.044
 546.00   4.000  109.800
 548.00   4.000  109.312
 550.00   4.000  109.556
 552.00   4.000  109.556
 554.00   4.000  109.556
 556.00   4.000  109.312
 558.00   4.000  108.824
 560.00   4.000  108.092
 562.00   4.000  107.360
 564.00   4.000  106.872
 566.00   4.000  106.628
 568.00   4.000  106.140
 570.00   4.000  105.896
 572.00   4.000  105.652
 574.00   4.000  105.408
 576.00   4.000  104.920
 578.00   4.000  104.676
 580.00   4.000  104.188
 582.00   4.000  103.700
 584.00   4.000  103.456
 586.00   4.000  103.212
 588.00   4.000  102.968
 590.00   4.000  102.480
 592.00   4.000  102.236
 594.00   4.000  101.748
 596.00   4.000  101.504
 598.00   4.000  101.260
 600.00   4.000  101.260
 602.00   4.000  101.016
 604.00   4.000  100.772
 606.00   4.000  100.528
 608.00   4.000  100.528
 610.00   4.000  100.284
 612.00   4.000  99.796
 614.00   4.000  99.308
 616.00   4.000  99.308
 618.00   4.000  99.308
 620.00   4.000  99.064
 622.00   4.000  98.820
 624.00   4.000  98.576
 626.00   4.000  98.576
 628.00   4.000  98.088
 630.00   4.000  97.844
 632.00   4.000  97.600
 634.00   4.000  97.112
 636.00   4.000  96.868
 638.00   4.000  96.624
 640.00   4.000  96.868
 642.00   4.000  96.624
 644.00   4.000  96.624
 646.00   4.000  96.380
 648.00   4.000  95.892
 650.00   4.000  95.892
 652.00   4.000  95.892
 654.00   4.000  95.404
 656.00   4.000  95.648
 658.00   4.000  95.404
 660.00   4.000  95.160
 662.00   4.000  94.916
 664.00   4.000  94.672
 666.00   4.000  94.672
 668.00   4.000  94.428
 670.00   4.000  94.428
 672.00   4.000  94.184
 674.00   4.000  93.940
 676.00   4.000  93.696
 678.00   4.000  93.696
 680.00   4.000  93.696
 682.00   4.000  93.208
 684.00   4.000  92.964
 686.00   4.000  92.720
 688.00   4.000  92.720
 690.00   4.000  92.476
 692.00   4.000  92.476
 694.00   4.000  92.476
 696.00   4.000  92.476
 698.00   4.000  92.476
 700.00   4.000  92.476
 702.00   4.000  91.988
 704.00   4.000  91.988
 706.00   4.000  91.744
 708.00   4.000  91.744
 710.00   4.000  91.500
 712.00   4.000  91.012
 714.00   4.000  91.012
 716.00   4.000  90.768
 718.00   4.000  90.768
 720.00   4.000  90.768
 722.00   4.000  90.768
 724.00   4.000  91.012
 726.00   4.000  90.768
 728.00   4.000  90.524
 730.00   4.000  90.280
 732.00   4.000  90.280
 734.00   4.000  90.036
 736.00   4.000  89.792
 738.00   4.000  89.548
 740.00   4.000  89.548
 742.00   4.000  89.548
 744.00   4.000  89.304
 746.00   4.000  89.304
 748.00   4.000  89.060
 750.00   4.000  89.060
 752.00   4.000  88.816
 754.00   4.000  88.572
 756.00   4.000  88.572
 758.00   4.000  88.816
 760.00   4.000  88.572
 762.00   4.000  88.328
 764.00   4.000  88.084
 766.00   4.000  87.840
 768.00   4.000  87.352
 770.00   4.000  87.596
 772.00   4.000  87.352
 774.00   4.000  87.352
 776.00   4.000  87.352
 778.00   4.000  87.108
 780.00   4.000  87.108
 782.00   4.000  87.108
 784.00   4.000  87.108
 786.00   4.000  86.864
 788.00   4.000  87.108
 790.00   4.000  86.864
 792.00   4.000  86.620
 794.00   4.000  86.620
 796.00   4.000  86.620
 798.00   4.000  86.376
 800.00   8.000  86.132
 802.00   8.000  85.888
 804.00   8.000  86.864
 806.00   8.000  89.548
 808.00   8.000  93.208
 810.00   8.000  97.356
 812.00   8.000  101.504
 814.00   8.000  105.164
 816.00   8.000  108.824
 818.00   8.000  111.996
 820.00   8.000  114.924
 822.00   8.000  117.364
 824.00   8.000  119.316
 826.00   8.000  121.512
 828.00   8.000  123.464
 830.00   8.000  124.928
 832.00   8.000  126.636
 834.00   8.000  128.100
 836.00   8.000  129.564
 838.00   8.000  130.784
 840.00   8.000  132.004
 842.00   8.000  133.224
 844.00   8.000  134.200
 846.00   8.000  135.176
 848.00   8.000  136.152
 850.00   8.000  136.884
 852.00   8.000  138.104
 854.00   8.000  138.836
 856.00   8.000  139.324
 858.00   8.000  140.300
 860.00   8.000  141.276
 862.00   8.000  141.764
 864.00   8.000  142.008
 866.00   8.000  142.740
 868.00   8.000  143.960
 870.00   8.000  144.448
 872.00   8.000  145.180
 874.00   8.000  145.912
 876.00   8.000  146.644
 878.00   8.000  147.376
 880.00   8.000  147.620
 882.00   8.000  148.352
 884.00   8.000  148.840
 886.00   8.000  149.084
 888.00   8.000  149.572
 890.00   8.000  150.060
 892.00   8.000  150.304
 894.00   8.000  150.548
 896.00   8.000  151.036
 898.00   8.000  151.524
 900.00   8.000  152.500
 902.00   8.000  152.988
 904.00   8.000  153.232
 906.00   8.000  153.720
 908.00   8.000  154.208
 910.00   8.000  154.696
 912.00   8.000  155.184
 914.00   8.000  155.672
 916.00   8.000  155.672
 918.00   8.000  155.672
 920.00   8.000  155.916
 922.00   8.000  156.160
 924.00   8.000  156.404
 926.00   8.000  156.404
 928.00   8.000  156.892
 930.00   8.000  157.380
 932.00   8.000  157.624
 934.00   8.000  158.112
 936.00   8.000  158.600
 938.00   8.000  158.600
 940.00   8.000  159.088
 942.00   8.000  159.576
 944.00   8.000  159.332
 946.00   8.000  159.332
 948.00   8.000  159.576
 950.00   8.000  159.820
 952.00   8.000  159.820
 954.00   8.000  159.820
 956.00   8.000  160.064
 958.00   8.000  160.308
 960.00   8.000  160.552
 962.00   8.000  160.796
 964.00   8.000  160.796
 966.00   8.000  160.796
 968.00   8.000  161.040
 970.00   8.000  161.528
 972.00   8.000  161.772
 974.00   8.000  161.772
 976.00   8.000  162.016
 978.00   8.000  162.504
 980.00   8.000  162.504
 982.00   8.000  162.748
 984.00   8.000  162.748
 986.00   8.000  162.748
 988.00   8.000  162.992
 990.00   8.000  163.236
 992.00   8.000  163.236
 994.00   8.000  162.992
 996.00   8.000  163.236
 998.00   8.000  163.480
 1000.00   3.000  163.724
 1002.00   3.000  163.968
 1004.00   3.000  162.992
 1006.00   3.000  160.308
 1008.00   3.000  155.916
 1010.00   3.000  151.280
 1012.00   3.000  146.644
 1014.00   3.000  142.740
 1016.00   3.000  139.080
 1018.00   3.000  136.152
 1020.00   3.000  133.224
 1022.00   3.000  130.784
 1024.00   3.000  128.588
 1026.00   3.000  126.636
 1028.00   3.000  125.172
 1030.00   3.000  123.220
 1032.00   3.000  121.756
 1034.00   3.000  120.292
 1036.00   3.000  118.828
 1038.00   3.000  117.364
 1040.00   3.000  115.900
 1042.00   3.000  114.680
 1044.00   3.000  113.460
 1046.00   3.000  112.240
 1048.00   3.000  111.264
 1050.00   3.000  110.288
 1052.00   3.000  109.068
 1054.00   3.000  107.604
 1056.00   3.000  106.628
 1058.00   3.000  105.652
 1060.00   3.000  104.676
 1062.00   3.000  103.944
 1064.00   3.000  102.968
 1066.00   3.000  102.236
 1068.00   3.000  101.504
 1070.00   3.000  100.284
 1072.00   3.000  99.796
 1074.00   3.000  99.308
 1076.00   3.000  98.332
 1078.00   3.000  97.844
 1080.00   3.000  97.356
 1082.00   3.000  96.868
 1084.00   3.000  96.380
 1086.00   3.000  95.892
 1088.00   3.000  95.160
 1090.00   3.000  94.672
 1092.00   3.000  94.184
 1094.00   3.000  93.696
 1096.00   3.000  93.208
 1098.00   3.000  92.964
 1100.00   3.000  92.476
 1102.00   3.000  91.988
 1104.00   3.000  91.256
 1106.00   3.000  90.768
 1108.00   3.000  90.280
 1110.00   3.000  89.792
 1112.00   3.000  89.548
 1114.00   3.000  89.060
 1116.00   3.000  88.084
 1118.00   3.000  87.596
 1120.00   3.000  87.352
 1122.00   3.000  87.108
 1124.00   3.000  86.864
 1126.00   3.000  86.864
 1128.00   3.000  86.376
 1130.00   3.000  85.888
 1132.00   3.000  85.888
 1134.00   3.000  85.644
 1136.00   3.000  84.912
 1138.00   3.000  84.180
 1140.00   3.000  84.180
 1142.00   3.000  83.936
 1144.00   3.000  83.692
 1146.00   3.000  83.448
 1148.00   3.000  83.204
 1150.00   3.000  82.716
 1152.00   3.000  82.228
 1154.00   3.000  81.984
 1156.00   3.000  81.984
 1158.00   3.000  81.740
 1160.00   3.000  81.740
 1162.00   3.000  81.496
 1164.00   3.000  81.008
 1166.00   3.000  80.764
 1168.00   3.000  80.276
 1170.00   3.000  80.032
 1172.00   3.000  79.788
 1174.00   3.000  79.544
 1176.00   3.000  79.300
 1178.00   3.000  79.056
 1180.00   3.000  78.568
 1182.00   3.000  78.568
 1184.00   3.000  78.324
 1186.00   3.000  78.324
 1188.00   3.000  78.080
 1190.00   3.000  77.836
 1192.00   3.000  77.836
 1194.00   3.000  77.592
 1196.00   3.000  77.104
 1198.00   3.000  76.860
 1200.00   7.000  76.372
 1202.00   7.000  76.372
 1204.00   7.000  77.104
 1206.00   7.000  79.300
 1208.00   7.000  82.472
 1210.00   7.000  85.888
 1212.00   7.000  89.060
 1214.00   7.000  92.232
 1216.00   7.000  95.160
 1218.00   7.000  97.600
 1220.00   7.000  99.552
 1222.00   7.000  101.260
 1224.00   7.000  103.212
 1226.00   7.000  105.164
 1228.00   7.000  106.628
 1230.00   7.000  107.604
 1232.00   7.000  108.580
 1234.00   7.000  109.800
 1236.00   7.000  110.776
 1238.00   7.000  111.996
 1240.00   7.000  112.972
 1242.00   7.000  113.948
 1244.00   7.000  114.680
 1246.00   7.000  115.656
 1248.00   7.000  116.144
 1250.00   7.000  117.120
 1252.00   7.000  117.608
 1254.00   7.000  118.340
 1256.00   7.000  118.828
 1258.00   7.000  119.804
 1260.00   7.000  120.292
 1262.00   7.000  121.024
 1264.00   7.000  121.512
 1266.00   7.000  122.000
 1268.00   7.000  122.244
 1270.00   7.000  122.976
 1272.00   7.000  123.464
 1274.00   7.000  123.952
 1276.00   7.000  124.440
 1278.00   7.000  124.928
 1280.00   7.000  125.660
 1282.00   7.000  125.904
 1284.00   7.000  126.148
 1286.00   7.000  126.636
 1288.00   7.000  126.636
 1290.00   7.000  127.124
 1292.00   7.000  127.368
 1294.00   7.000  127.368
 1296.00   7.000  127.368
 1298.00   7.000  127.368
 1300.00   7.000  127.856
 1302.00   7.000  128.344
 1304.00   7.000  128.588
 1306.00   7.000  129.076
 1308.00   7.000  129.320
 1310.00   7.000  129.564
 1312.00   7.000  130.052
 1314.00   7.000  130.296
 1316.00   7.000  130.296
 1318.00   7.000  130.540
 1320.00   7.000  130.784
 1322.00   7.000  131.272
 1324.00   7.000  131.516
 1326.00   7.000  131.760
 1328.00   7.000  131.760
 1330.00   7.000  132.004
 1332.00   7.000  132.004
 1334.00   7.000  132.492
 1336.00   7.000  132.492
 1338.00   7.000  132.492
 1340.00   7.000  132.248
 1342.00   7.000  132.492
 1344.00   7.000  132.980
 1346.00   7.000  132.980
 1348.00   7.000  132.980
 1350.00   7.000  133.468
 1352.00   7.000  133.956
 1354.00   7.000  133.956
 1356.00   7.000  133.956
 1358.00   7.000  133.956
 1360.00   7.000  134.200
 1362.00   7.000  134.444
 1364.00   7.000  134.932
 1366.00   7.000  135.176
 1368.00   7.000  135.176
 1370.00   7.000  135.176
 1372.00   7.000  135.176
 1374.00   7.000  135.420
 1376.00   7.000  135.664
 1378.00   7.000  135.908
 1380.00   7.000  136.396
 1382.00   7.000  136.396
 1384.00   7.000  136.396
 1386.00   7.000  136.640
 1388.00   7.000  136.396
 1390.00   7.000  136.884
 1392.00   7.000  136.640
 1394.00   7.000  136.884
 1396.00   7.000  136.640
 1398.00   7.000  136.640
 1400.00   6.000  136.884
 1402.00   6.000  136.884
 1404.00   6.000  136.884
 1406.00   6.000  136.396
 1408.00   6.000  135.664
 1410.00   6.000  134.932
 1412.00   6.000  133.956
 1414.00   6.000  132.980
 1416.00   6.000  132.248
 1418.00   6.000  131.760
 1420.00   6.000  131.028
 1422.00   6.000  130.784
 1424.00   6.000  130.296
 1426.00   6.000  130.052
 1428.00   6.000  129.320
 1430.00   6.000  128.588
 1432.00   6.000  128.100
 1434.00   6.000  127.612
 1436.00   6.000  127.368
 1438.00   6.000  127.368
 1440.00   6.000  127.368
 1442.00   6.000  127.368
 1444.00   6.000  127.124
 1446.00   6.000  127.124
 1448.00   6.000  126.636
 1450.00   6.000  126.636
 1452.00   6.000  126.392
 1454.00   6.000  126.148
 1456.00   6.000  126.148
 1458.00   6.000  126.148
 1460.00   6.000  125.904
 1462.00   6.000  125.904
 1464.00   6.000  125.416
 1466.00   6.000  125.172
 1468.00   6.000  124.928
 1470.00   6.000  124.928
 1472.00   6.000  124.928
 1474.00   6.000  125.172
 1476.00   6.000  125.660
 1478.00   6.000  126.148
 1480.00   6.000  126.636
 1482.00   6.000  126.636
 1484.00   6.000  126.636
 1486.00   6.000  126.392
 1488.00   6.000  126.636
 1490.00   6.000  126.880
 1492.00   6.000  126.636
 1494.00   6.000  125.904
 1496.00   6.000  125.416
 1498.00   6.000  125.416
 1500.00   6.000  126.148
 1502.00   6.000  126.880
 1504.00   6.000  126.880
 1506.00   6.000  126.880
 1508.00   6.000  126.880
 1510.00   6.000  126.636
 1512.00   6.000  126.392
 1514.00   6.000  126.148
 1516.00   6.000  125.904
 1518.00   6.000  125.660
 1520.00   6.000  125.416
 1522.00   6.000  125.172
 1524.00   6.000  124.928
 1526.00   6.000  124.440
 1528.00   6.000  123.952
 1530.00   6.000  123.708
 1532.00   6.000  123.220
 1534.00   6.000  122.976
 1536.00   6.000  122.244
 1538.00   6.000  122.000
 1540.00   6.000  122.488
 1542.00   6.000  122.732
 1544.00   6.000  122.732
 1546.00   6.000  122.732
 1548.00   6.000  122.732
 1550.00   6.000  122.244
 1552.00   6.000  122.244
 1554.00   6.000  122.000
 1556.00   6.000  121.756
 1558.00   6.000  121.756
 1560.00   6.000  121.756
 1562.00   6.000  121.756
 1564.00   6.000  121.756
 1566.00   6.000  121.268
 1568.00   6.000  121.268
 1570.00   6.000  121.268
 1572.00   6.000  121.024
 1574.00   6.000  120.780
 1576.00   6.000  120.780
 1578.00   6.000  120.536
 1580.00   6.000  120.780
 1582.00   6.000  120.780
 1584.00   6.000  121.024
 1586.00   6.000  121.024
 1588.00   6.000  121.268
 1590.00   6.000  121.268
 1592.00   6.000  120.780
 1594.00   6.000  120.780
 1596.00   6.000  120.536
 1598.00   6.000  120.536
 1600.00   6.000  120.536
