   5.3100000e-02	  -3.1300000e-02	   4.9500000e-02	   3.4200000e-02	
   5.2600000e-02	  -3.2800000e-02	   5.2500000e-02	   3.4200000e-02	
   5.0400000e-02	  -4.8200000e-02	   4.8500000e-02	   5.6700000e-02	
   4.2300000e-02	  -1.0480000e-01	   2.8500000e-02	   1.5420000e-01	
   2.6900000e-02	  -1.5150000e-01	   5.5500000e-02	   1.1920000e-01	
   7.2000000e-03	  -1.4040000e-01	   6.3500000e-02	   2.0670000e-01	
  -9.1000000e-03	  -9.3600000e-02	   1.8850000e-01	  -5.5800000e-02	
  -2.7200000e-02	  -7.7000000e-02	   1.1450000e-01	   2.2920000e-01	
  -6.0200000e-02	  -7.2000000e-02	   9.8500000e-02	   2.7670000e-01	
  -9.6200000e-02	  -1.0120000e-01	   2.4850000e-01	  -7.3300000e-02	
  -1.2660000e-01	  -2.7320000e-01	   2.7050000e-01	   3.0170000e-01	
  -1.5480000e-01	  -4.9990000e-01	   3.6750000e-01	   2.5670000e-01	
  -1.8310000e-01	  -6.8360000e-01	   3.6650000e-01	   3.4920000e-01	
  -2.2250000e-01	  -8.4770000e-01	   3.1450000e-01	   7.4920000e-01	
  -2.6380000e-01	  -9.5330000e-01	   4.6150000e-01	   4.0670000e-01	
  -2.8650000e-01	  -9.9260000e-01	   5.0250000e-01	   4.9170000e-01	
  -2.8770000e-01	  -9.5190000e-01	   5.3550000e-01	   5.9420000e-01	
  -2.6520000e-01	  -8.1000000e-01	   5.8350000e-01	   2.9170000e-01	
  -2.2290000e-01	  -6.5460000e-01	   4.3550000e-01	   4.4170000e-01	
  -1.6900000e-01	  -4.8020000e-01	   3.1750000e-01	   2.6670000e-01	
  -1.0220000e-01	  -3.1470000e-01	   2.2650000e-01	   1.0670000e-01	
  -2.6200000e-02	  -2.1810000e-01	   1.6550000e-01	   1.7170000e-01	
   5.0800000e-02	  -1.2140000e-01	   1.2950000e-01	   1.6700000e-02	
   1.1810000e-01	   2.7000000e-03	  -3.7500000e-02	   6.4200000e-02	
   1.6390000e-01	   1.2900000e-01	  -2.0150000e-01	   7.6700000e-02	
   1.9150000e-01	   2.4910000e-01	  -2.4450000e-01	  -9.3300000e-02	
   2.1410000e-01	   3.5010000e-01	  -2.0850000e-01	  -1.8330000e-01	
   2.3830000e-01	   4.3840000e-01	  -2.0550000e-01	  -2.0830000e-01	
   2.5910000e-01	   5.3250000e-01	  -2.9150000e-01	  -1.5330000e-01	
   2.7200000e-01	   6.5050000e-01	  -3.7250000e-01	  -2.1080000e-01	
   2.8550000e-01	   7.9590000e-01	  -3.9750000e-01	  -4.0830000e-01	
   3.0360000e-01	   9.8370000e-01	  -4.5850000e-01	  -4.2580000e-01	
   3.1800000e-01	   1.2078000e+00	  -5.1750000e-01	  -4.1080000e-01	
   3.2780000e-01	   1.4001000e+00	  -4.4150000e-01	  -6.9580000e-01	
   3.3330000e-01	   1.5244000e+00	  -4.4450000e-01	  -7.1830000e-01	
   3.2010000e-01	   1.6123000e+00	  -6.0650000e-01	  -4.6580000e-01	
   2.9200000e-01	   1.6983000e+00	  -5.6450000e-01	  -8.1330000e-01	
   2.7200000e-01	   1.7388000e+00	  -3.8750000e-01	  -1.0058000e+00	
   2.5560000e-01	   1.6854000e+00	  -3.7750000e-01	  -6.2080000e-01	
   2.2790000e-01	   1.5986000e+00	  -4.1150000e-01	  -6.7830000e-01	
   1.9540000e-01	   1.4945000e+00	  -4.2150000e-01	  -7.8080000e-01	
   1.6670000e-01	   1.3238000e+00	  -3.4750000e-01	  -6.4830000e-01	
   1.3840000e-01	   1.0917000e+00	  -2.9850000e-01	  -5.0330000e-01	
   1.0390000e-01	   8.5390000e-01	  -2.9950000e-01	  -3.0830000e-01	
   6.9700000e-02	   6.4750000e-01	  -1.1550000e-01	  -4.4830000e-01	
   3.9100000e-02	   4.2330000e-01	  -3.1500000e-02	  -2.0330000e-01	
   2.7000000e-03	   2.2350000e-01	  -7.7500000e-02	   3.1700000e-02	
  -3.3000000e-02	   9.6600000e-02	   1.5500000e-02	  -2.4580000e-01	
  -6.0600000e-02	  -8.1700000e-02	   1.1250000e-01	   5.4200000e-02	
  -8.2700000e-02	  -3.0000000e-01	   2.6850000e-01	   1.2420000e-01	
  -9.3900000e-02	  -4.6750000e-01	   2.8650000e-01	   6.4200000e-02	
  -9.5000000e-02	  -5.8660000e-01	   1.6850000e-01	   3.7170000e-01	
  -8.4000000e-02	  -6.7020000e-01	   2.7350000e-01	   1.0170000e-01	
  -6.1100000e-02	  -7.6760000e-01	   2.5050000e-01	   2.8670000e-01	
  -4.3200000e-02	  -7.8910000e-01	   1.2450000e-01	   5.3420000e-01	
  -2.8900000e-02	  -6.7360000e-01	   1.9450000e-01	   8.4200000e-02	
  -1.2600000e-02	  -5.5160000e-01	   1.8850000e-01	   2.3920000e-01	
   3.0000000e-04	  -4.0550000e-01	   1.7950000e-01	   1.9670000e-01	
   1.5900000e-02	  -2.0970000e-01	   1.6050000e-01	  -1.2080000e-01	
   3.4800000e-02	  -4.0800000e-02	   9.2500000e-02	   2.1700000e-02	
   5.0600000e-02	   1.2080000e-01	   1.3950000e-01	  -1.4080000e-01	
   6.2700000e-02	   3.0780000e-01	   7.9500000e-02	  -2.1830000e-01	
   7.2300000e-02	   4.7730000e-01	   1.7500000e-02	  -3.1580000e-01	
   7.9200000e-02	   5.0950000e-01	   2.1500000e-02	  -3.5330000e-01	
   7.5200000e-02	   4.3140000e-01	   8.5000000e-03	  -1.5330000e-01	
   5.9000000e-02	   4.0530000e-01	   4.2500000e-02	  -2.6830000e-01	
   3.7800000e-02	   4.1740000e-01	   2.4500000e-02	  -2.6580000e-01	
   1.0300000e-02	   4.4100000e-01	   2.9500000e-02	  -1.7830000e-01	
  -2.5800000e-02	   4.9400000e-01	   9.0500000e-02	  -2.6330000e-01	
  -6.5200000e-02	   4.8370000e-01	   1.3850000e-01	  -2.7580000e-01	
  -1.0350000e-01	   3.6110000e-01	   1.8050000e-01	  -2.2580000e-01	
  -1.4290000e-01	   1.3760000e-01	   2.0350000e-01	  -3.8300000e-02	
  -1.8470000e-01	  -2.2510000e-01	   3.0950000e-01	   1.6700000e-02	
  -2.3400000e-01	  -7.0170000e-01	   3.2450000e-01	   3.6920000e-01	
  -3.0360000e-01	  -1.1050000e+00	   3.3550000e-01	   7.5170000e-01	
  -3.8270000e-01	  -1.3696000e+00	   5.9950000e-01	   4.9170000e-01	
