   0.0000000e+00   2.3994627e+04   2.8691400e-01   1.1997313e+04   1.4345700e-01   1.1997313e+05   1.4345700e+00
   1.0000000e+00   2.4053918e+04   2.8662100e-01   1.1997198e+04   1.4345650e-01   1.1186733e+05   1.4346850e+00
   2.0000000e+00   2.4112949e+04   2.8641800e-01   1.1997277e+04   1.4345600e-01   1.1326828e+05   1.4349350e+00
   3.0000000e+00   2.4160061e+04   2.8623300e-01   1.2001153e+04   1.4345600e-01   1.1440639e+05   1.4352950e+00
   4.0000000e+00   2.4199354e+04   2.8606500e-01   1.2018717e+04   1.4345800e-01   1.1524662e+05   1.4357800e+00
   5.0000000e+00   2.4233896e+04   2.8591300e-01   1.2044047e+04   1.4346200e-01   1.1591935e+05   1.4363800e+00
   6.0000000e+00   2.4264660e+04   2.8577500e-01   1.2065847e+04   1.4346600e-01   1.1649986e+05   1.4370650e+00
   7.0000000e+00   2.4292887e+04   2.8565000e-01   1.2081500e+04   1.4346950e-01   1.1703115e+05   1.4378200e+00
   8.0000000e+00   2.4318529e+04   2.8553700e-01   1.2092077e+04   1.4347150e-01   1.1751605e+05   1.4386250e+00
   9.0000000e+00   2.4341379e+04   2.8543500e-01   1.2098570e+04   1.4347150e-01   1.1794306e+05   1.4394650e+00
   1.0000000e+01   2.4360836e+04   2.8534300e-01   1.2101251e+04   1.4346900e-01   1.1829992e+05   1.4403200e+00
   1.1000000e+01   2.4376717e+04   2.8525900e-01   1.2100472e+04   1.4346350e-01   1.1858351e+05   1.4411750e+00
   1.2000000e+01   2.4389568e+04   2.8518300e-01   1.2096012e+04   1.4345500e-01   1.1879597e+05   1.4420150e+00
   1.3000000e+01   2.4399816e+04   2.8511300e-01   1.2090334e+04   1.4344400e-01   1.1894208e+05   1.4428350e+00
   1.4000000e+01   2.4406928e+04   2.8504800e-01   1.2084175e+04   1.4342950e-01   1.1902983e+05   1.4436150e+00
   1.5000000e+01   2.4411652e+04   2.8498800e-01   1.2076536e+04   1.4341250e-01   1.1906333e+05   1.4443500e+00
   1.6000000e+01   2.4414094e+04   2.8493200e-01   1.2069554e+04   1.4339250e-01   1.1902593e+05   1.4450300e+00
   1.7000000e+01   2.4414592e+04   2.8488000e-01   1.2062773e+04   1.4337050e-01   1.1894328e+05   1.4456550e+00
   1.8000000e+01   2.4413984e+04   2.8483000e-01   1.2057066e+04   1.4334600e-01   1.1883284e+05   1.4462150e+00
   1.9000000e+01   2.4411479e+04   2.8478200e-01   1.2052728e+04   1.4332000e-01   1.1870463e+05   1.4467150e+00
   2.0000000e+01   2.4410301e+04   2.8473700e-01   1.2048845e+04   1.4329250e-01   1.1856406e+05   1.4471550e+00
   2.1000000e+01   2.4407818e+04   2.8469400e-01   1.2046445e+04   1.4326400e-01   1.1841901e+05   1.4475300e+00
   2.2000000e+01   2.4403770e+04   2.8465300e-01   1.2044310e+04   1.4323500e-01   1.1828573e+05   1.4478450e+00
   2.3000000e+01   2.4400318e+04   2.8461300e-01   1.2043260e+04   1.4320500e-01   1.1817015e+05   1.4481100e+00
   2.4000000e+01   2.4396992e+04   2.8457400e-01   1.2043254e+04   1.4317500e-01   1.1807757e+05   1.4483300e+00
   2.5000000e+01   2.4393814e+04   2.8453700e-01   1.2044031e+04   1.4314550e-01   1.1798773e+05   1.4485050e+00
   2.6000000e+01   2.4390637e+04   2.8450100e-01   1.2045021e+04   1.4311600e-01   1.1790778e+05   1.4486350e+00
   2.7000000e+01   2.4388568e+04   2.8446600e-01   1.2046799e+04   1.4308700e-01   1.1784028e+05   1.4487350e+00
   2.8000000e+01   2.4387316e+04   2.8443400e-01   1.2049343e+04   1.4305900e-01   1.1777479e+05   1.4488050e+00
   2.9000000e+01   2.4385564e+04   2.8440200e-01   1.2052457e+04   1.4303200e-01   1.1771566e+05   1.4488450e+00
   3.0000000e+01   2.4384553e+04   2.8437200e-01   1.2056633e+04   1.4300550e-01   1.1767438e+05   1.4488650e+00
   3.1000000e+01   2.4381129e+04   2.8434400e-01   1.2061573e+04   1.4298050e-01   1.1764357e+05   1.4488650e+00
   3.2000000e+01   2.4379877e+04   2.8431600e-01   1.2066911e+04   1.4295700e-01   1.1762407e+05   1.4488500e+00
   3.3000000e+01   2.4379316e+04   2.8429100e-01   1.2072437e+04   1.4293450e-01   1.1761625e+05   1.4488300e+00
   3.4000000e+01   2.4378818e+04   2.8426700e-01   1.2078352e+04   1.4291300e-01   1.1761223e+05   1.4488000e+00
   3.5000000e+01   2.4378900e+04   2.8424400e-01   1.2084092e+04   1.4289350e-01   1.1762059e+05   1.4487700e+00
   3.6000000e+01   2.4379865e+04   2.8422400e-01   1.2089773e+04   1.4287450e-01   1.1763594e+05   1.4487350e+00
   3.7000000e+01   2.4381197e+04   2.8420500e-01   1.2095006e+04   1.4285650e-01   1.1765517e+05   1.4487000e+00
   3.8000000e+01   2.4381754e+04   2.8418900e-01   1.2099791e+04   1.4284000e-01   1.1768217e+05   1.4486700e+00
   3.9000000e+01   2.4382484e+04   2.8417400e-01   1.2104114e+04   1.4282400e-01   1.1771532e+05   1.4486450e+00
   4.0000000e+01   2.4383549e+04   2.8416100e-01   1.2107794e+04   1.4280850e-01   1.1775051e+05   1.4486250e+00
   4.1000000e+01   2.4385412e+04   2.8414900e-01   1.2111021e+04   1.4279350e-01   1.1779393e+05   1.4486100e+00
   4.2000000e+01   2.4386619e+04   2.8413900e-01   1.2113600e+04   1.4277950e-01   1.1784024e+05   1.4486050e+00
   4.3000000e+01   2.4387844e+04   2.8413000e-01   1.2115971e+04   1.4276550e-01   1.1789146e+05   1.4486100e+00
   4.4000000e+01   2.4389072e+04   2.8412300e-01   1.2117813e+04   1.4275200e-01   1.1794696e+05   1.4486150e+00
   4.5000000e+01   2.4389447e+04   2.8411700e-01   1.2119381e+04   1.4273850e-01   1.1800186e+05   1.4486300e+00
