   1.0000000e+00   8.8758367e+00   1.0000000e+00   6.9129087e+00
   2.0000000e+00   1.1025642e+01   1.0000000e+00   1.0839350e+01
   3.0000000e+00   9.4613547e+00   1.0000000e+00   1.0894930e+01
   4.0000000e+00   1.1930201e+01   1.0000000e+00   1.0955416e+01
   5.0000000e+00   1.0890642e+01   1.0000000e+00   1.0969890e+01
   6.0000000e+00   1.1013423e+01   1.0000000e+00   1.0984813e+01
   7.0000000e+00   1.0606074e+01   1.0000000e+00   1.0999915e+01
   8.0000000e+00   1.0526539e+01   1.0000000e+00   1.1016242e+01
   9.0000000e+00   1.1538829e+01   1.0000000e+00   1.1029860e+01
   1.0000000e+01   9.0908399e+00   1.0000000e+00   1.1042747e+01
   1.1000000e+01   1.1065979e+01   1.0000000e+00   1.1070374e+01
   1.2000000e+01   9.9109271e+00   1.0000000e+00   1.1077190e+01
   1.3000000e+01   9.0996274e+00   1.0000000e+00   1.1094999e+01
   1.4000000e+01   9.4370599e+00   1.0000000e+00   1.1117991e+01
   1.5000000e+01   8.6660288e+00   1.0000000e+00   1.1135708e+01
   1.6000000e+01   9.9460695e+00   1.0000000e+00   1.1154470e+01
   1.7000000e+01   1.1590625e+01   1.0000000e+00   1.1149743e+01
   1.8000000e+01   1.1636832e+01   1.0000000e+00   1.1136811e+01
   1.9000000e+01   8.2422573e+00   1.0000000e+00   1.1144831e+01
   2.0000000e+01   1.0018092e+01   1.0000000e+00   1.1152625e+01
   2.1000000e+01   1.0065168e+01   1.0000000e+00   1.1158187e+01
   2.2000000e+01   9.2761318e+00   1.0000000e+00   1.1165849e+01
   2.3000000e+01   1.1946568e+01   1.0000000e+00   1.1154987e+01
   2.4000000e+01   9.0645780e+00   1.0000000e+00   1.1145798e+01
   2.5000000e+01   8.3629316e+00   1.0000000e+00   1.1164855e+01
   2.6000000e+01   1.1791057e+01   1.0000000e+00   1.1176835e+01
   2.7000000e+01   1.0002828e+01   0.0000000e+00   1.1059178e+01
   2.8000000e+01   9.1083272e+00   0.0000000e+00   1.0894936e+01
   2.9000000e+01   1.1655270e+01   0.0000000e+00   1.0614993e+01
   3.0000000e+01   1.0118990e+01   0.0000000e+00   9.8317104e+00
   3.1000000e+01   9.8577833e+00   0.0000000e+00   6.0060516e+00
   3.2000000e+01   1.1763920e+01   0.0000000e+00   5.6246623e+00
   3.3000000e+01   8.2003359e+00   0.0000000e+00   5.4052386e+00
   3.4000000e+01   1.1080818e+01   0.0000000e+00   5.2496791e+00
   3.5000000e+01   1.1311269e+01   0.0000000e+00   5.1168385e+00
   3.6000000e+01   8.5014615e+00   0.0000000e+00   5.0215846e+00
   3.7000000e+01   1.0753821e+01   0.0000000e+00   4.9428188e+00
   3.8000000e+01   1.1472989e+01   0.0000000e+00   4.8527575e+00
   3.9000000e+01   1.0944898e+01   0.0000000e+00   4.7739873e+00
   4.0000000e+01   1.0901648e+01   0.0000000e+00   4.7034443e+00
   4.1000000e+01   1.1997832e+01   0.0000000e+00   4.6344089e+00
   4.2000000e+01   8.9327795e+00   0.0000000e+00   4.5666470e+00
   4.3000000e+01   1.0000000e+01   0.0000000e+00   4.5131990e+00
   4.4000000e+01   1.0000000e+01   0.0000000e+00   4.4607910e+00
   4.5000000e+01   1.0000000e+01   0.0000000e+00   4.4106846e+00
   4.6000000e+01   1.0000000e+01   0.0000000e+00   4.3628042e+00
   4.7000000e+01   1.0000000e+01   0.0000000e+00   4.3169213e+00
   4.8000000e+01   1.0000000e+01   0.0000000e+00   4.2729752e+00
   4.9000000e+01   1.0000000e+01   0.0000000e+00   4.2308931e+00
   5.0000000e+01   1.0000000e+01   0.0000000e+00   4.1905193e+00
   5.1000000e+01   1.0000000e+01   0.0000000e+00   4.1525114e+00
   5.2000000e+01   1.0000000e+01   2.0000000e+00   4.6163761e+00
   5.3000000e+01   1.0000000e+01   2.0000000e+00   5.0180717e+00
   5.4000000e+01   1.0000000e+01   2.0000000e+00   5.5388985e+00
   5.5000000e+01   1.0000000e+01   2.0000000e+00   1.0240425e+01
   5.6000000e+01   1.0000000e+01   2.0000000e+00   1.0864526e+01
   5.7000000e+01   1.0000000e+01   2.0000000e+00   1.1091120e+01
   5.8000000e+01   1.0000000e+01   2.0000000e+00   1.1226228e+01
   5.9000000e+01   1.0000000e+01   2.0000000e+00   1.1319712e+01
   6.0000000e+01   1.0000000e+01   2.0000000e+00   1.1389335e+01
   6.1000000e+01   1.0000000e+01   2.0000000e+00   1.1443597e+01
   6.2000000e+01   1.0000000e+01   2.0000000e+00   1.1487179e+01
   6.3000000e+01   1.0000000e+01   2.0000000e+00   1.1522900e+01
   6.4000000e+01   1.0000000e+01   2.0000000e+00   1.1552685e+01
   6.5000000e+01   1.0000000e+01   2.0000000e+00   1.1577810e+01
   6.6000000e+01   1.0000000e+01   2.0000000e+00   1.1599224e+01
   6.7000000e+01   1.0000000e+01   2.0000000e+00   1.1617614e+01
   6.8000000e+01   1.0000000e+01   2.0000000e+00   1.1633520e+01
   6.9000000e+01   1.0000000e+01   2.0000000e+00   1.1647344e+01
   7.0000000e+01   1.0000000e+01   2.0000000e+00   1.1659397e+01
   7.1000000e+01   1.1967972e+01   2.0000000e+00   1.1669950e+01
   7.2000000e+01   1.1958446e+01   2.0000000e+00   1.1671852e+01
   7.3000000e+01   8.4544710e+00   2.0000000e+00   1.1680913e+01
   7.4000000e+01   8.5539305e+00   2.0000000e+00   1.1697474e+01
   7.5000000e+01   8.6615203e+00   2.0000000e+00   1.1711431e+01
   7.6000000e+01   1.1876000e+01   2.0000000e+00   1.1707143e+01
   7.7000000e+01   9.8496978e+00   0.0000000e+00   1.1631787e+01
   7.8000000e+01   1.1577324e+01   0.0000000e+00   1.1566760e+01
   7.9000000e+01   1.1767325e+01   0.0000000e+00   1.1481169e+01
   8.0000000e+01   1.1903341e+01   0.0000000e+00   1.1380073e+01
   8.1000000e+01   8.4980255e+00   0.0000000e+00   1.1286743e+01
   8.2000000e+01   9.4398900e+00   0.0000000e+00   1.1170642e+01
   8.3000000e+01   8.9842068e+00   0.0000000e+00   1.1046493e+01
   8.4000000e+01   1.1926760e+01   0.0000000e+00   1.0849682e+01
   8.5000000e+01   1.1654656e+01   0.0000000e+00   1.0495365e+01
   8.6000000e+01   1.1209312e+01   0.0000000e+00   6.7484067e+00
   8.7000000e+01   8.0646077e+00   0.0000000e+00   5.7285667e+00
   8.8000000e+01   1.1870577e+01   0.0000000e+00   5.4585866e+00
   8.9000000e+01   1.1999824e+01   0.0000000e+00   5.2251051e+00
   9.0000000e+01   1.1851125e+01   0.0000000e+00   5.0601054e+00
   9.1000000e+01   1.1445149e+01   0.0000000e+00   4.9330044e+00
   9.2000000e+01   1.0838319e+01   0.0000000e+00   4.8299847e+00
   9.3000000e+01   1.0114975e+01   0.0000000e+00   4.7442184e+00
   9.4000000e+01   9.3756515e+00   0.0000000e+00   4.6714920e+00
   9.5000000e+01   8.7231029e+00   0.0000000e+00   4.6087369e+00
   9.6000000e+01   8.2480236e+00   0.0000000e+00   4.5536973e+00
   9.7000000e+01   8.0164423e+00   0.0000000e+00   4.5041161e+00
   9.8000000e+01   8.0605453e+00   0.0000000e+00   4.4579115e+00
   9.9000000e+01   8.3742029e+00   0.0000000e+00   4.4129517e+00
   1.0000000e+02   8.9138215e+00   0.0000000e+00   4.3678861e+00
   1.0100000e+02   9.6044024e+00   0.0000000e+00   4.3225636e+00
   1.0200000e+02   1.0349965e+01   1.0000000e+00   4.5292892e+00
   1.0300000e+02   1.1046888e+01   1.0000000e+00   4.7084388e+00
   1.0400000e+02   1.1598310e+01   1.0000000e+00   4.8637019e+00
   1.0500000e+02   1.1927591e+01   1.0000000e+00   5.0065395e+00
   1.0600000e+02   1.1988966e+01   1.0000000e+00   5.1454768e+00
   1.0700000e+02   1.1773905e+01   1.0000000e+00   5.2896015e+00
