   1.0000000e+00	  -1.4468000e-01	   7.7596000e-02	  -9.8246000e-02	   5.4008000e-02	  -1.3230000e-01	  -1.2960000e-01	  -1.5554000e-01	  -9.9894000e-02	  -2.4695000e-02	
   2.0000000e+00	   9.4048000e-01	  -1.1231000e+00	  -1.0854000e+00	  -3.7277000e-01	  -2.7135000e-01	  -2.6489000e-01	  -7.4327000e-01	  -1.8784000e-01	  -1.8057000e-01	
   3.0000000e+00	  -1.0403000e+00	  -1.1024000e+00	   9.1685000e-01	   5.2279000e-02	  -2.1389000e-01	  -2.0188000e-01	   3.2411000e-01	  -1.8111000e-01	  -1.6080000e-01	
   4.0000000e+00	   9.5769000e-01	  -1.1013000e+00	  -1.0942000e+00	   4.0298000e-02	   1.3149000e-02	   3.1499000e-02	  -4.5266000e-01	  -1.7495000e-02	  -1.8220000e-02	
   5.0000000e+00	  -1.0389000e+00	  -1.0989000e+00	  -1.0971000e+00	   1.5337000e-01	   5.0079000e-02	   7.3705000e-02	  -5.6444000e-01	   4.2433000e-02	   8.2910000e-02	
   6.0000000e+00	   9.8630000e-01	  -1.0904000e+00	  -1.0980000e+00	  -1.8162000e-01	  -2.7579000e-01	  -2.5095000e-01	  -7.4893000e-01	   1.1320000e-02	   7.1121000e-02	
   7.0000000e+00	   9.9855000e-01	   8.9971000e-01	   9.2272000e-01	   5.4645000e-01	   3.9452000e-01	   4.2848000e-01	   4.0050000e-01	   3.4929000e-01	   3.6463000e-01	
   8.0000000e+00	   9.8714000e-01	   9.1704000e-01	  -1.1001000e+00	   5.2204000e-01	   4.7583000e-01	   5.1384000e-01	  -2.2938000e-01	   6.0865000e-01	   6.9085000e-01	
   9.0000000e+00	  -1.0378000e+00	   9.1221000e-01	  -1.0996000e+00	   6.4751000e-01	   7.8086000e-01	   8.2387000e-01	  -3.9832000e-01	   6.6478000e-01	   5.7529000e-01	
   1.0000000e+01	   9.8348000e-01	  -1.0799000e+00	  -1.0970000e+00	   3.1425000e-01	   4.7000000e-01	   5.1384000e-01	  -6.3149000e-01	   4.5618000e-01	   3.0988000e-01	
   1.1000000e+01	   9.9959000e-01	   9.5824000e-01	   8.8566000e-01	   6.1139000e-01	   4.1007000e-01	   4.5579000e-01	   2.4233000e-01	   4.0624000e-01	   4.6007000e-01	
   1.2000000e+01	   9.9050000e-01	   9.4676000e-01	  -1.0919000e+00	   3.2182000e-01	   5.7436000e-01	   6.2337000e-01	  -4.4161000e-01	   4.0341000e-01	   4.2471000e-01	
   1.3000000e+01	   9.9483000e-01	  -1.0765000e+00	  -1.0875000e+00	   1.2381000e-01	   2.7099000e-01	   3.2016000e-01	  -8.4316000e-01	   1.2542000e-01	  -3.1540000e-02	
   1.4000000e+01	  -1.0453000e+00	   1.0005000e+00	  -1.0808000e+00	  -1.5583000e-02	   3.2625000e-01	   3.7725000e-01	  -9.1418000e-01	  -5.0320000e-03	  -5.2054000e-02	
   1.5000000e+01	   1.0020000e+00	  -1.0736000e+00	   9.3453000e-01	   4.0750000e-01	   6.6126000e-01	   7.1619000e-01	   2.3441000e-01	   1.9916000e-01	   1.8137000e-01	
   1.6000000e+01	   1.0013000e+00	  -1.0661000e+00	   9.3564000e-01	   7.3591000e-01	   6.0909000e-01	   6.6497000e-01	   7.2961000e-01	   6.0101000e-01	   5.5930000e-01	
   1.7000000e+01	   9.8890000e-01	   9.5581000e-01	   9.4567000e-01	   5.8307000e-01	   5.0277000e-01	   5.5851000e-01	   1.0179000e+00	   8.6490000e-01	   7.1747000e-01	
   1.8000000e+01	   1.0016000e+00	  -1.0556000e+00	  -1.0642000e+00	   8.3819000e-01	   1.0346000e+00	   1.0945000e+00	   1.9565000e-01	   9.9024000e-01	   9.0910000e-01	
   1.9000000e+01	  -1.0580000e+00	   9.9829000e-01	  -1.0597000e+00	   7.7691000e-01	   1.0981000e+00	   1.1594000e+00	  -3.0466000e-02	   8.7779000e-01	   8.7981000e-01	
   2.0000000e+01	   9.7905000e-01	   1.0026000e+00	   9.4998000e-01	   1.2074000e+00	   1.2799000e+00	   1.3434000e+00	   1.0329000e+00	   1.1856000e+00	   1.0129000e+00	
   2.1000000e+01	  -1.0455000e+00	   1.0175000e+00	   9.4384000e-01	   1.2035000e+00	   1.2735000e+00	   1.3369000e+00	   1.5047000e+00	   1.3416000e+00	   1.3459000e+00	
   2.2000000e+01	   9.5351000e-01	   1.0243000e+00	  -1.0479000e+00	   8.8093000e-01	   1.2253000e+00	   1.2888000e+00	   2.2083000e-01	   1.1228000e+00	   9.4748000e-01	
   2.3000000e+01	   9.6732000e-01	   1.0171000e+00	   9.3575000e-01	   8.2698000e-01	   1.0029000e+00	   1.0644000e+00	   8.3062000e-01	   8.5253000e-01	   6.2014000e-01	
   2.4000000e+01	  -1.0577000e+00	  -1.0006000e+00	   9.4727000e-01	   5.9672000e-01	   5.5328000e-01	   6.1128000e-01	   1.2271000e+00	   8.9221000e-01	   6.9312000e-01	
   2.5000000e+01	  -1.0711000e+00	   1.0492000e+00	   9.6057000e-01	   8.9291000e-01	   9.6931000e-01	   1.0300000e+00	   1.3620000e+00	   8.6904000e-01	   6.5551000e-01	
   2.6000000e+01	   9.5302000e-01	   1.0306000e+00	   9.4734000e-01	   8.4847000e-01	   8.5219000e-01	   9.1173000e-01	   1.1959000e+00	   8.8259000e-01	   5.9884000e-01	
   2.7000000e+01	   9.5663000e-01	  -1.0233000e+00	   9.5487000e-01	   7.4517000e-01	   8.1475000e-01	   8.7354000e-01	   1.2092000e+00	   7.5873000e-01	   6.1481000e-01	
   2.8000000e+01	  -1.0611000e+00	  -1.0122000e+00	   9.5289000e-01	   6.5386000e-01	   6.5706000e-01	   7.1494000e-01	   1.4401000e+00	   7.3431000e-01	   6.4866000e-01	
   2.9000000e+01	   9.3702000e-01	  -1.0138000e+00	  -1.0591000e+00	   5.1569000e-01	   5.3994000e-01	   5.9760000e-01	   1.7667000e-01	   6.4770000e-01	   4.4561000e-01	
   3.0000000e+01	   9.4894000e-01	   9.9076000e-01	  -1.0621000e+00	   4.8273000e-01	   6.6347000e-01	   7.2176000e-01	  -2.6872000e-01	   4.9921000e-01	   1.1484000e-01	
   3.1000000e+01	  -1.1117000e+00	  -1.0442000e+00	  -1.0620000e+00	   5.2058000e-01	   6.8122000e-01	   7.4006000e-01	  -3.4257000e-01	   3.8872000e-01	   1.1294000e-01	
   3.2000000e+01	  -1.1012000e+00	  -1.0306000e+00	  -1.0589000e+00	   3.9555000e-01	   7.7975000e-01	   8.3906000e-01	  -3.9012000e-01	   3.5408000e-01	   2.0556000e-02	
   3.3000000e+01	   9.0648000e-01	  -1.0472000e+00	  -1.0526000e+00	   3.6530000e-01	   6.5320000e-01	   7.1089000e-01	  -7.0251000e-01	   3.4576000e-01	  -5.1312000e-02	
   3.4000000e+01	  -1.0688000e+00	  -1.0309000e+00	   9.6866000e-01	   9.1070000e-01	   1.1001000e+00	   1.1612000e+00	   6.5434000e-01	   5.6232000e-01	   1.6921000e-01	
   3.5000000e+01	   9.2555000e-01	   9.8573000e-01	   9.5561000e-01	   8.7118000e-01	   1.0018000e+00	   1.0610000e+00	   9.9843000e-01	   1.0528000e+00	   6.2813000e-01	
   3.6000000e+01	   9.3026000e-01	   9.9215000e-01	   9.7112000e-01	   1.2413000e+00	   1.4489000e+00	   1.5104000e+00	   1.3023000e+00	   1.2700000e+00	   9.5964000e-01	
   3.7000000e+01	   9.3455000e-01	   9.9263000e-01	   9.3772000e-01	   1.4469000e+00	   1.6294000e+00	   1.6911000e+00	   1.4956000e+00	   1.4990000e+00	   1.1817000e+00	
   3.8000000e+01	   9.3001000e-01	   9.8951000e-01	   9.4055000e-01	   1.4527000e+00	   1.5161000e+00	   1.5747000e+00	   1.5695000e+00	   1.5037000e+00	   1.2748000e+00	
   3.9000000e+01	  -1.0759000e+00	   9.9559000e-01	   9.6449000e-01	   1.3753000e+00	   1.4551000e+00	   1.5114000e+00	   1.7910000e+00	   1.4951000e+00	   1.2577000e+00	
   4.0000000e+01	   9.2616000e-01	   9.9567000e-01	   9.6034000e-01	   1.4840000e+00	   1.6066000e+00	   1.6625000e+00	   1.6334000e+00	   1.4728000e+00	   1.1114000e+00	
   4.1000000e+01	  -1.0860000e+00	  -1.0209000e+00	   9.7917000e-01	   1.3233000e+00	   1.4115000e+00	   1.4642000e+00	   1.8906000e+00	   1.4500000e+00	   1.0372000e+00	
   4.2000000e+01	  -1.0961000e+00	  -1.0296000e+00	   9.7554000e-01	   1.2796000e+00	   1.4822000e+00	   1.5343000e+00	   1.8790000e+00	   1.3643000e+00	   1.0904000e+00	
   4.3000000e+01	   9.1917000e-01	  -1.0534000e+00	   9.4941000e-01	   8.7166000e-01	   1.0604000e+00	   1.1079000e+00	   1.6529000e+00	   1.3037000e+00	   1.0882000e+00	
   4.4000000e+01	   9.1179000e-01	   9.7892000e-01	  -1.0582000e+00	   7.7936000e-01	   9.8432000e-01	   1.0306000e+00	   4.9049000e-01	   1.0934000e+00	   8.1175000e-01	
   4.5000000e+01	   9.1206000e-01	   9.8104000e-01	   9.2706000e-01	   1.0279000e+00	   1.0948000e+00	   1.1414000e+00	   1.2305000e+00	   1.0946000e+00	   8.0948000e-01	
   4.6000000e+01	  -1.1229000e+00	  -1.0174000e+00	  -1.0696000e+00	   6.5657000e-01	   8.1861000e-01	   8.6270000e-01	   4.5342000e-01	   1.0834000e+00	   7.5244000e-01	
   4.7000000e+01	  -1.1057000e+00	  -1.0233000e+00	   9.1881000e-01	   1.1519000e+00	   1.1953000e+00	   1.2419000e+00	   1.3906000e+00	   1.0354000e+00	   8.2238000e-01	
   4.8000000e+01	   8.7623000e-01	  -1.0281000e+00	  -1.0786000e+00	   9.4489000e-01	   1.1717000e+00	   1.2180000e+00	   2.9948000e-01	   1.0996000e+00	   7.6576000e-01	
   4.9000000e+01	  -1.1362000e+00	  -1.0132000e+00	  -1.0801000e+00	   7.9644000e-01	   1.0687000e+00	   1.1141000e+00	   1.9051000e-02	   9.0268000e-01	   5.9961000e-01	
   5.0000000e+01	  -1.1250000e+00	   1.0064000e+00	   9.2008000e-01	   1.1280000e+00	   1.2458000e+00	   1.2919000e+00	   1.0850000e+00	   9.9187000e-01	   7.6195000e-01	
   5.1000000e+01	  -1.1409000e+00	  -9.9859000e-01	  -1.0808000e+00	   1.0606000e+00	   1.4498000e+00	   1.4971000e+00	   3.8268000e-01	   1.1927000e+00	   8.5053000e-01	
   5.2000000e+01	   8.8936000e-01	   1.0053000e+00	  -1.0782000e+00	   7.1272000e-01	   1.2275000e+00	   1.2730000e+00	  -2.7919000e-01	   8.0947000e-01	   5.0265000e-01	
   5.3000000e+01	  -1.1143000e+00	  -9.9675000e-01	   9.4492000e-01	   8.6945000e-01	   8.7190000e-01	   9.1388000e-01	   8.2157000e-01	   7.9969000e-01	   5.7336000e-01	
   5.4000000e+01	   8.9135000e-01	   9.9384000e-01	   9.1082000e-01	   9.0853000e-01	   7.2950000e-01	   7.6988000e-01	   1.0106000e+00	   8.5234000e-01	   6.4523000e-01	
   5.5000000e+01	  -1.1059000e+00	   9.9610000e-01	   9.3905000e-01	   8.5309000e-01	   7.8723000e-01	   8.2762000e-01	   1.3329000e+00	   9.7877000e-01	   8.8132000e-01	
   5.6000000e+01	   8.9775000e-01	   1.0003000e+00	   8.8586000e-01	   9.1511000e-01	   1.0187000e+00	   1.0597000e+00	   1.2921000e+00	   9.9326000e-01	   8.8019000e-01	
   5.7000000e+01	   8.8516000e-01	  -9.9847000e-01	  -1.0771000e+00	   3.7970000e-01	   4.9135000e-01	   5.2717000e-01	  -6.9770000e-03	   5.7260000e-01	   4.7945000e-01	
   5.8000000e+01	  -1.1327000e+00	  -1.0082000e+00	  -1.0765000e+00	   4.4709000e-02	   3.9035000e-01	   4.2476000e-01	  -4.3962000e-01	   1.2770000e-01	   5.7277000e-03	
   5.9000000e+01	  -1.1153000e+00	  -9.9484000e-01	   9.5977000e-01	   5.4278000e-01	   5.5688000e-01	   5.9204000e-01	   6.7924000e-01	   1.8108000e-01	   2.0799000e-01	
   6.0000000e+01	  -1.1350000e+00	  -9.9671000e-01	  -1.0731000e+00	   4.0923000e-01	   5.5132000e-01	   5.8613000e-01	  -1.7477000e-01	   3.3559000e-01	   1.3805000e-01	
   6.1000000e+01	   8.8461000e-01	  -1.0045000e+00	   9.0168000e-01	   3.4599000e-01	   2.2660000e-01	   2.5867000e-01	   6.0000000e-01	   3.7951000e-01	   3.0724000e-01	
   6.2000000e+01	  -1.1095000e+00	   1.0506000e+00	   9.4971000e-01	   6.5827000e-01	   5.1496000e-01	   5.4983000e-01	   1.1476000e+00	   6.4804000e-01	   6.0418000e-01	
   6.3000000e+01	   9.1903000e-01	   1.0474000e+00	   9.5407000e-01	   8.6480000e-01	   8.1752000e-01	   8.5459000e-01	   1.2848000e+00	   8.9185000e-01	   1.0277000e+00	
